7;40;99
7;42;62
7;54;47
7;56;92
7;58;88
7;74;11
7;91;3
7;93;88
7;97;18
8;0;56
8;32;19
8;61;7
9;0;57
9;1;52
9;3;75
9;4;81
9;5;53
9;7;95
9;11;17
9;23;93
9;26;70
9;30;96
9;38;86
9;40;32
9;42;20
9;46;60
9;54;22
10;0;29
10;2;61
10;28;60
10;30;20
10;33;79
10;53;54
10;77;64
10;79;60
11;0;51
11;3;81
11;4;57
11;5;16
11;7;0
11;9;39
11;23;37
11;26;33
11;29;61
11;30;4
11;35;85
11;38;9
11;40;15
11;42;19
11;46;14
11;54;40
11;56;62
11;74;40
11;91;0
11;93;84
11;97;73
12;0;35
12;2;43
12;13;21
12;14;90
12;30;74
12;31;69
12;35;70
12;40;36
12;41;38
12;43;72
12;45;44
12;49;95
12;51;74
12;57;37
12;61;24
12;64;93
12;74;6
12;91;48
13;0;52
13;2;20
13;12;22
13;17;71
13;19;17
13;27;51
13;29;65
13;30;82
13;34;79
13;35;92
13;37;29
13;45;31
13;47;21
13;49;55
13;51;11
13;61;43
13;67;53
13;86;66
13;87;59
13;88;67
13;92;8
13;98;8
14;0;28
14;12;53
14;35;74
15;0;84
15;30;75
15;47;74
15;49;6
15;62;37
16;0;86
16;7;67
16;30;14
16;35;58
16;42;59
16;45;46
17;0;23
17;13;24
17;18;87
17;20;57
17;27;74
17;30;39
17;36;31
17;37;46
17;45;83
17;47;28
17;49;16
17;50;26
17;58;77
17;61;12
17;68;36
17;71;51
17;75;5
17;83;62
17;92;89
18;0;98
18;17;87
18;22;30
18;27;9
18;30;28
18;36;59
18;45;61
18;49;2
18;50;18
18;58;45
18;68;71
18;71;53
18;75;40
18;80;20
18;83;81
19;0;5
19;13;76
19;30;9
19;45;66
20;0;56
20;2;95
20;3;80
20;17;34
20;27;77
20;35;67
20;36;78
20;37;75
20;40;93
20;45;80
20;47;8
20;49;31
20;50;65
20;52;58
20;58;84
20;67;42
20;68;23
20;75;62
20;80;73
20;83;72
21;0;53
21;25;58
21;27;27
21;30;96
21;34;48
21;35;13
21;49;31
21;75;74
22;0;6
22;18;40
22;30;31
22;49;32
23;0;77
23;1;2
23;4;54
23;5;83
23;7;30
23;9;86
23;11;87
23;26;62
23;30;4
23;38;21
23;40;93
23;42;98
23;46;56
24;0;65
24;27;22
24;30;45
24;35;94
24;50;6
25;0;99
25;21;24
25;40;20
26;0;44
26;1;59
26;3;7
26;4;24
26;5;57
26;7;53
26;9;74
26;11;75
26;23;40
26;29;89
26;30;14
26;35;45
26;38;39
26;40;81
26;42;31
26;45;51
26;46;85
26;54;29
26;56;3
26;74;95
26;91;92
26;97;72
27;0;75
27;3;77
27;13;62
27;17;73
27;18;17
27;20;59
27;21;7
27;24;80
27;30;5
27;37;6
27;47;74
27;49;44
27;50;23
27;51;94
27;58;22
27;61;33
27;67;74
27;68;10
27;71;30
27;72;95
27;75;14
27;80;23
27;83;50
27;87;9
27;98;77
28;0;45
28;10;71
28;53;8
28;77;98
29;0;34
29;1;79
29;2;54
29;5;21
29;7;87
29;11;26
29;13;10
29;26;21
29;30;67
29;35;1
29;41;49
29;42;88
29;47;20
29;52;74
29;54;1
29;56;40
29;61;73
29;66;96
29;67;66
29;74;75
29;76;10
29;91;72
29;92;13
30;0;14
30;1;59
30;2;25
30;3;46
30;4;21
30;5;44
30;7;63
30;9;36
30;10;87
30;11;88
30;12;23
30;13;25
30;15;26
30;16;19
30;17;0
30;18;14
30;19;30
30;21;76
30;22;0
30;23;51
30;24;34
30;26;19
30;27;66
30;29;13
30;31;45
30;32;41
30;34;42
30;35;39
30;36;94
30;37;21
30;38;74
30;39;1
30;40;50
30;41;85
30;42;88
30;46;64
30;47;60
30;49;16
30;50;19
30;52;82
30;54;16
30;56;13
30;57;16
30;58;22
30;61;1
30;62;55
30;64;77
30;65;63
30;66;17
30;67;58
30;69;32
30;70;79
30;72;75
30;74;33
30;75;40
30;78;27
30;80;34
30;82;52
30;83;28
30;88;37
30;89;47
30;90;69
30;91;12
30;93;46
30;94;9
30;95;4
30;97;56
30;99;14
31;0;89
31;12;23
31;30;42
31;43;64
31;45;39
31;61;30
31;88;19
32;0;53
32;2;60
32;8;94
32;30;85
32;34;21
33;0;13
33;2;1
33;10;28
33;79;57
34;0;84
34;2;62
34;13;83
34;21;21
34;30;50
34;32;15
34;61;40
34;63;92
34;84;42
35;0;91
35;1;98
35;7;1
35;11;7
35;12;12
35;13;95
35;14;16
35;16;52
35;20;83
35;21;55
35;24;69
35;26;40
35;29;94
35;30;98
35;36;90
35;37;17
35;38;82
35;41;14
35;42;70
35;43;82
35;45;68
35;47;76
35;49;26
35;54;96
35;56;25
35;61;68
35;67;62
35;74;43
35;92;51
35;93;21
35;97;13
36;0;9
36;3;93
36;7;70
36;17;37
36;18;86
36;20;41
36;30;90
36;35;98
36;40;85
36;45;1
36;49;58
36;67;18
36;83;92
37;0;35
37;13;15
37;17;81
37;20;48
37;27;56
37;30;17
37;35;74
37;47;99
37;49;73
37;61;51
37;67;61
37;68;60
37;71;92
37;94;24
38;0;14
38;1;18
38;3;63
38;4;35
38;5;48
38;7;50
38;9;40
38;11;52
38;23;90
38;26;66
38;30;99
38;35;60
38;42;94
38;93;10
38;97;51
39;0;66
39;30;1
40;0;22
40;1;60
40;2;34
40;5;13
40;6;62
40;7;98
40;9;17
40;11;93
40;12;40
40;20;53
40;23;18
40;25;1
40;26;6
40;30;88
40;36;71
40;41;77
40;42;42
40;43;17
40;45;7
40;46;84
40;47;50
40;50;7
40;51;22
40;54;45
40;56;35
40;58;48
40;61;30
40;69;4
40;71;62
40;74;52
40;76;75
41;0;14
41;12;7
41;29;53
41;30;1
41;35;73
41;40;1
41;43;95
41;47;50
41;51;45
41;61;27
41;65;99
42;0;38
42;1;99
42;3;15
42;4;75
42;5;43
42;7;40
42;9;60
42;11;39
42;16;93
42;23;51
42;26;12
42;29;78
42;30;81
42;35;6
42;38;79
42;40;15
42;44;85
42;46;11
42;54;48
42;56;14
42;74;93
42;91;36
42;93;55
42;97;60
43;0;36
43;12;6
43;31;83
43;35;28
43;40;1
43;41;12
43;50;79
43;51;63
43;61;43
43;86;87
43;87;32
43;88;23
43;98;23
44;6;25
44;42;90
45;0;77
45;2;1
45;12;1
45;13;47
45;16;8
45;17;7
45;18;59
45;19;14
45;20;96
45;26;52
45;31;64
45;35;88
45;36;37
45;40;0
45;49;92
45;50;38
45;52;95
45;57;97
45;58;44
45;61;78
45;74;8
45;78;27
45;83;63
45;93;54
46;0;52
46;1;11
46;3;1
46;4;38
46;9;72
46;11;88
46;23;80
46;26;41
46;30;71
46;40;41
46;42;14
47;0;27
47;2;36
47;6;38
47;13;84
47;15;44
47;17;37
47;20;98
47;27;23
47;29;94
47;30;95
47;35;62
47;37;35
47;40;79
47;41;7
47;49;28
47;51;82
47;61;95
47;65;56
47;66;78
47;67;89
47;68;72
47;70;41
47;76;15
47;80;2
47;98;64
48;0;20
48;77;89
49;0;3
49;3;4
49;12;0
49;13;60
49;15;79
49;17;87
49;18;15
49;20;85
49;21;98
49;22;63
49;27;25
49;30;53
49;35;51
49;36;80
49;37;32
49;45;62
49;47;32
49;50;58
49;51;64
49;54;38
49;58;49
49;61;88
49;68;9
49;69;16
49;71;56
49;75;87
49;80;72
49;83;8
49;98;44
50;0;33
50;2;46
50;17;43
50;18;1
50;20;73
50;24;44
50;27;5
50;30;0
50;40;6
50;43;55
50;45;63
50;49;78
50;58;91
50;68;61
50;71;40
50;72;12
50;75;78
50;83;44
50;92;36
51;0;12
51;12;83
51;13;11
51;27;35
51;40;71
51;41;99
51;43;58
51;47;4
51;49;1
51;61;83
51;67;16
51;86;81
51;87;96
51;92;56
51;98;89
52;0;16
52;20;17
52;29;74
52;30;77
52;45;3
52;67;66
53;0;61
53;10;84
53;28;23
53;60;29
53;77;11
54;0;83
54;3;4
54;7;50
54;9;62
54;11;91
54;26;47
54;29;10
54;30;37
54;35;64
54;40;73
54;42;57
54;49;3
54;74;81
54;91;38
55;0;17
55;2;64
55;63;76
56;0;66
56;1;35
56;5;5
56;7;85
56;11;5
56;26;79
56;29;41
56;30;63
56;35;4
56;40;19
56;42;47
56;74;83
56;91;36
56;93;10
57;0;3
57;12;30
57;30;47
57;45;7
58;0;72
58;7;4
58;17;98
58;18;91
58;20;25
58;27;37
58;30;72
58;40;43
58;45;29
58;49;4
58;50;14
58;68;89
58;71;18
58;75;92
58;80;58
58;83;50
59;0;80
59;60;78
60;0;17
60;53;25
60;59;13
60;77;69
61;0;35
61;8;10
61;12;52
61;13;71
61;17;72
61;27;9
61;29;76
61;30;87
61;31;88
61;34;46
61;35;18
61;37;33
61;40;18
61;41;83
61;43;66
61;45;93
61;47;74
61;49;21
61;51;73
61;67;48
61;72;46
61;86;4
61;92;54
62;0;63
62;15;60
62;30;91
63;0;59
63;2;32
63;34;97
63;55;99
64;12;19
64;30;99
65;0;25
65;30;83
65;41;78
65;47;30
65;70;57
66;0;17
66;29;2
66;30;22
66;47;31
66;92;72
67;0;28
67;13;82
67;20;5
67;27;18
67;29;85
67;30;93
67;35;48
67;36;25
67;37;16
67;47;71
67;51;15
67;52;76
67;61;81
67;75;94
67;80;41
67;86;9
67;87;64
67;92;58
67;98;42
68;0;90
68;17;37
68;18;21
68;20;44
68;27;11
68;37;13
68;47;24
68;49;11
68;50;33
68;58;42
68;75;82
68;80;18
68;83;26
69;0;70
69;30;70
69;40;62
69;49;85
69;99;29
70;0;63
70;30;22
70;47;51
70;65;57
71;0;64
71;17;82
71;18;52
71;27;54
71;37;73
71;40;47
71;49;29
71;50;85
71;58;84
71;83;49
72;0;59
72;27;17
72;30;96
72;50;0
72;61;72
73;0;72
74;0;70
74;1;98
74;4;93
74;5;9
74;7;45
74;11;34
74;12;42
74;26;5
74;29;75
74;30;54
74;35;91
74;40;27
74;42;86
74;45;95
74;54;16
74;56;43
74;91;42
74;93;10
74;97;55
75;0;43
75;17;3
75;18;17
75;20;4
75;21;29
75;27;20
75;30;40
75;49;37
75;50;82
75;58;53
75;67;40
75;68;3
75;80;45
75;82;26
75;83;3
76;0;92
76;29;65
76;40;22
76;47;2
77;0;92
77;10;99
77;28;88
77;48;81
77;53;87
77;60;38
78;0;84
78;30;6
78;45;34
79;0;67
79;2;65
79;10;25
79;33;6
80;0;66
80;18;16
80;20;27
80;27;42
80;30;71
80;47;7
80;49;86
80;58;55
80;67;5
80;68;55
80;75;30
80;83;13
81;0;12
81;88;60
82;0;75
82;30;83
82;75;16
83;0;12
83;17;18
83;18;29
83;20;88
83;27;97
83;30;82
83;36;83
83;45;90
83;49;97
83;50;69
83;58;84
83;68;71
83;71;59
83;75;21
83;80;94
83;95;55
84;0;91
84;2;13
84;34;74
85;0;83
86;0;97
86;13;9
86;43;81
86;51;5
86;61;25
86;67;2
87;0;81
87;13;92
87;27;74
87;43;60
87;51;7
87;67;87
87;88;71
87;98;80
88;0;41
88;13;65
88;30;75
88;31;24
88;43;33
88;81;30
88;87;42
89;0;52
89;30;56
90;0;22
90;30;39
91;0;99
91;1;92
91;4;87
91;5;43
91;7;62
91;11;32
91;12;35
91;26;54
91;29;71
91;30;34
91;42;62
91;54;66
91;56;1
91;74;73
91;93;78
91;97;15
92;0;80
92;13;48
92;17;22
92;29;20
92;35;91
92;50;56
92;51;59
92;61;99
92;66;2
92;67;44
93;0;61
93;1;12
93;4;16
93;5;16
93;7;14
93;11;32
93;30;56
93;35;1
93;38;64
93;42;84
93;45;40
93;56;31
93;74;21
93;91;55
94;0;26
94;30;49
94;37;6
95;0;66
95;30;30
95;83;66
96;0;87
97;0;79
97;1;57
97;5;21
97;7;1
97;11;14
97;26;9
97;30;10
97;35;85
97;38;88
97;42;47
97;74;58
97;91;19
98;0;12
98;13;12
98;27;5
98;43;92
98;47;19
98;49;41
98;51;55
98;67;30
98;87;53
99;0;66
99;30;37
99;69;24
