14;35;99
15;0;62
15;30;47
15;47;92
15;49;88
16;0;11
16;7;3
16;30;88
16;35;18
16;42;56
16;45;19
17;0;7
17;13;57
17;18;52
17;20;75
17;27;81
17;30;53
17;36;95
17;37;17
17;45;93
17;47;70
17;49;96
17;50;86
18;0;32
18;17;20
18;22;60
18;27;22
18;30;29
18;36;61
18;45;60
18;49;20
18;50;79
19;0;54
19;13;64
19;30;60
19;45;51
20;0;81
20;2;57
20;3;16
20;17;0
20;27;39
20;35;37
20;36;33
20;37;61
20;40;4
20;45;85
20;47;9
20;49;15
20;50;19
21;0;14
21;25;40
21;27;62
21;30;40
21;34;0
21;35;84
21;49;73
22;0;35
22;18;43
22;30;21
22;49;90
23;0;74
23;1;69
23;4;70
23;5;36
23;7;38
23;9;72
23;11;44
23;26;95
23;30;74
23;38;37
23;40;24
23;42;93
23;46;6
24;0;48
24;27;52
24;30;20
24;35;22
24;50;71
25;0;17
25;21;51
25;40;65
26;0;82
26;1;79
26;3;92
26;4;29
26;5;31
26;7;21
26;9;55
26;11;11
26;23;43
26;29;53
26;30;66
26;35;59
26;38;67
26;40;8
26;42;8
26;45;28
26;46;53
27;0;74
27;3;84
27;13;75
27;17;74
27;18;6
27;20;37
27;21;86
27;24;67
27;30;14
27;37;58
27;47;59
27;49;46
27;50;23
28;0;24
28;10;87
29;0;57
29;1;74
29;2;39
29;5;31
29;7;46
29;11;83
29;13;28
29;26;16
29;30;26
29;35;77
29;41;12
29;42;36
29;47;51
30;0;5
30;1;62
30;2;89
30;3;98
30;4;87
30;5;30
30;7;9
30;9;28
30;10;59
30;11;61
30;12;2
30;13;18
30;15;45
30;16;71
30;17;53
30;18;40
30;19;20
30;21;81
30;22;5
30;23;76
30;24;9
30;26;66
30;27;56
30;29;95
30;31;80
30;32;34
30;34;77
30;35;67
30;36;78
30;37;75
30;38;93
30;39;80
30;40;8
30;41;31
30;42;65
30;46;58
30;47;84
30;49;42
30;50;23
31;0;62
31;12;73
31;30;72
31;43;53
31;45;58
32;0;27
32;2;96
32;8;48
32;30;13
32;34;31
33;0;74
33;2;6
33;10;40
34;0;31
34;2;32
34;13;77
34;21;2
34;30;54
34;32;83
35;0;30
35;1;86
35;7;87
35;11;62
35;12;4
35;13;21
35;14;93
35;16;98
35;20;56
35;21;65
35;24;22
35;26;45
35;29;94
35;30;6
35;36;99
35;37;24
35;38;20
35;41;44
35;42;59
35;43;7
35;45;24
35;47;57
35;49;53
36;0;74
36;3;75
36;7;40
36;17;89
36;18;14
36;20;45
36;30;39
36;35;81
36;40;31
36;45;51
36;49;85
37;0;29
37;13;3
37;17;95
37;20;92
37;27;72
37;30;75
37;35;77
37;47;62
37;49;73
38;0;17
38;1;59
38;3;7
38;4;80
38;5;5
38;7;6
38;9;74
38;11;44
38;23;23
38;26;94
38;30;22
38;35;33
38;42;74
39;0;10
39;30;30
40;0;95
40;1;14
40;2;23
40;5;50
40;6;9
40;7;77
40;9;45
40;11;71
40;12;8
40;20;98
40;23;34
40;25;79
40;26;54
40;30;21
40;36;87
40;41;26
40;42;10
40;43;21
40;45;67
40;46;1
40;47;49
40;50;88
41;0;20
41;12;74
41;29;1
41;30;40
41;35;73
41;40;96
41;43;66
41;47;75
42;0;10
42;1;72
42;3;13
42;4;14
42;5;59
42;7;25
42;9;46
42;11;21
42;16;44
42;23;63
42;26;36
42;29;87
42;30;88
42;35;23
42;38;25
42;40;26
42;44;19
42;46;0
43;0;14
43;12;30
43;31;76
43;35;0
43;40;51
43;41;34
43;50;19
44;6;66
44;42;13
45;0;45
45;2;41
45;12;42
45;13;39
45;16;94
45;17;21
45;18;74
45;19;1
45;20;50
45;26;85
45;31;88
45;35;64
45;36;60
45;40;16
45;49;19
45;50;82
46;0;16
46;1;13
46;3;16
46;4;22
46;9;1
46;11;55
46;23;77
46;26;63
46;30;17
46;40;58
46;42;32
47;0;79
47;2;75
47;6;33
47;13;40
47;15;27
47;17;34
47;20;52
47;27;28
47;29;37
47;30;47
47;35;69
47;37;12
47;40;46
47;41;9
47;49;4
48;0;56
49;0;14
49;3;89
49;12;23
49;13;42
49;15;64
49;17;39
49;18;30
49;20;19
49;21;53
49;22;60
49;27;94
49;30;85
49;35;21
49;36;13
49;37;1
49;45;28
49;47;57
49;50;84
50;0;62
50;2;83
50;17;21
50;18;50
50;20;15
50;24;40
50;27;92
50;30;42
50;40;91
50;43;98
50;45;1
50;49;7
